source,country,bias,factual_reporting
swgeorgianews.com,usa,right-center,mixed
swindiananews.com,usa,right-center,mixed
swiowatimes.com,usa,right-center,mixed
swkansasnews.com,usa,right-center,mixed
swlouisiananews.com,usa,right-center,mixed
swminnesotatoday.com,usa,right-center,mixed
swmissnews.com,usa,right-center,mixed
swnewhampshirenews.com,usa,right-center,mixed
swnewmexiconews.com,usa,right-center,mixed
swoklahomanews.com,usa,right-center,mixed
swriversidenews.com,usa,right-center,mixed
swvalleytimes.com,usa,right-center,mixed
swvegasnews.com,usa,right-center,mixed
syracusesun.com,usa,right-center,mixed
syrianews.cc,unknown,left,low
syriana-analysis.com,germany,left,mixed
sana.sy,syria,left,mixed
tabascopost.com,unknown,left-center,mixed
takimag.com,usa (44/180 press freedom),right,low
tallahasseesun.com,usa,right-center,mixed
tamaulipaspost.com,unknown,left-center,mixed
tamparepublic.com,usa,right-center,mixed
tasnimnews.com,iran,right,mixed
tbdailynews.com,usa,right,mixed
teaparty.org,usa,right,low
teapartypatriots.org,usa,right,mixed
techstartups.com,usa,right-center,mixed
telesurenglish.net,venezuela,left,mixed
tellerreport.com,unknown,neutral,mixed
africanexponent.com,tanzania,left,mixed
theamericanmirror.com,usa,right,low
thebeardedpatriot.com,usa,right,low
thebeltwayreport.com,usa,right,mixed
theblacksphere.net,usa,right,mixed
theblaze.com,usa,right,mixed
thebluestateconservative.com,usa,right,low
buffalochronicle.com,usa,right,mixed
thecoloradoherald.com,unknown,right,low
theconservativebrief.com,usa (45/180 press freedom),right,mixed
theconservativecentral.com,unknown,right,low
conservativepapers.com,usa,right,mixed
thecovidworld.com,usa,right,low
thecountersignal.com,canada,right,mixed
thedailybell.com,usa,right,low
dailyboulder.com,usa,left,mixed
dcclothesline.com,usa,right,mixed
thedcpatriot.com,usa,right,low
thedesertreview.com,usa,right-center,mixed
theduran.com,cyprus,right,low
indiatimes.com,india,right-center,mixed
theepochtimes.com,usa,right,mixed
thefederalist.com,usa,right,mixed
fairus.org,usa,right,low
theflstandard.com,usa,right,mixed
thefreedomtimes.com,usa,right,low
freetelegraph.com,usa,right,mixed
thefrisky.com,serbia,left-center,mixed
thegatewaypundit.com,usa,right,low
thegrayzone.com,usa,left,mixed
thehayride.com,usa,right,low
thehornnews.com,usa,right,low
thejeffreylord.com,usa,right,mixed
thejewishvoice.com,usa,right,mixed
joerogan.com,usa,right-center,mixed
keystonenewsroom.com,usa,left-center,mixed
thekylebecker.com,usa,right,low
thelastamericanvagabond.com,usa,right,low
theconservativetreehouse.com,usa,right,low
thelibertydaily.com,usa,right,mixed
thelibertyloft.com,usa,right,mixed
thelibertyrevolution.com,usa,right,low
newsrnd.com,unknown,neutral,mixed
themainewire.com,usa,right,mixed
majalla.com,saudi arabia,right-center,mixed
themanhattan.press,usa,right,low
michiganindependent.com,usa,left,mixed
themillenniumreport.com,usa,right,low
themostimportantnews.com,usa,right,low
thenationalpatriot.com,usa,right,low
thenationalpulse.com,usa,right,mixed
thenationalnews.com,united arab emirates,right-center,mixed
thenevadannews.com,usa,left-center,mixed
ohioindependent.com,usa,left,mixed
theohiostar.com,usa,right,mixed
other98.com,usa,left,low
thepaper.cn,china,left,mixed
thepatriotictimes.com,usa,right,low
thepatriotlight.com,usa,right,low
thepatriotnation.net,usa,right,low
thepatriotnurse.com,usa,right,mixed
thepoliticsbrief.com,usa,right,mixed
thepolitics.online,unknown,right,low
thepostemail.com,usa,right,mixed
theproudliberal.org,usa,left,mixed
publishedreporter.com,usa,right,low
theragingpatriot.org,usa,right,low
rebelnews.com,canada,right,mixed
thereligionofpeace.com,usa,right,low
remnantnewspaper.com,usa,right,low
rfangle.com,usa,right,mixed
theregionnews.com,usa,right-center,mixed
therightscoop.com,canada,right,mixed
therightstuff.biz,usa,right,low
sciencetimes.com,usa,right-center,mixed
thescoop.us,usa,right,mixed
sonsoflibertymedia.com,usa,right,low
thespectator.info,usa,right,low
tennesseestar.com,usa,right,mixed
tehrantimes.com,iran,right,mixed
thethinkingconservative.com,usa,right,low
digifection.com,unknown,right,low
thetruedefender.com,usa,right,low
thetruereporter.com,usa,right,low
thetruthvoice.net,unknown,right,low
unz.com,usa,right,low
warrensun.com,usa,right-center,mixed
wisconsinindependent.com,usa,left,mixed
threepercenternation.com,usa,right,low
threeriversgazette.com,usa,left-center,mixed
thumbreporter.com,usa,right-center,mixed
tobacconewswire.com,usa,right-center,mixed
todayisamerica.com,usa,right,mixed
toddstarnes.com,usa,right,mixed
toledoreporter.com,usa,right-center,mixed
toofab.com,usa,left,mixed
topekasun.com,usa,right-center,mixed
thetorreonpost.com,unknown,left-center,mixed
toutiao.com,china,left-center,mixed
townhall.com,usa,right,mixed
treasurecoastsun.com,usa,right-center,mixed
treasurevalleytimes.com,usa,right-center,mixed
trendingpoliticsnews.com,usa,right,mixed
trianglenews.org,usa,left-center,mixed
tri-cityrecord.org,usa,left-center,mixed
tricitysun.com,usa,right-center,mixed
triconews.com,usa,right-center,mixed
tulsastandard.com,usa,right-center,mixed
trumballnews.com,usa,right-center,mixed
trump.news,usa,right,low
trumptrainnews.com,usa,right,mixed
truthandaction.org,usa,right,low
truthbasedmedia.com,unknown,right,low
truthinmedia.com,usa,right,low
truthpress.com,usa,right,low
tsargrad.tv,russia,right-center,mixed
tsarizm.com,usa,right,low
tsionizm.com,usa,right,low
tuckercarlson.com,usa,right,low
tucsonstandard.com,usa,right-center,mixed
tularetimes.com,usa,right-center,mixed
turleytalks.com,usa,right,low
tpusa.com,usa,right,low
tpusafaith.com,usa,right,low
tuscaloosaleader.com,usa,right-center,mixed
tuscarawasnews.com,usa,right-center,mixed
tworiversnews.org,usa,left-center,mixed
ukraina.ru,russia,right-center,mixed
uncoverdc.com,usa,right,low
understandingthethreat.com,usa,right,low
unioncountyreview.com,usa,right-center,mixed
uniteamericafirst.com,usa,right,low
unitedvoice.com,usa,right,mixed
unitynewsnetwork.co.uk,united kingdom,right,mixed
unmuzzlednews.com,usa,right,mixed
upgazette.com,usa,right-center,mixed
upnorthnewswi.com,usa,left-center,mixed
upperdeltanews.com,usa,right-center,mixed
upperpeninsulatimes.com,usa,left-center,mixed
urdupoint.com,pakistan,right-center,mixed
usbacklash.org,usa,right,low
usareally.com,russia,right,low
usasupreme.com,unknown,right,low
ussanews.com,usa,right,low
utahstandardnews.com,usa,right,low
vacationlandtimes.com,usa,right-center,mixed
valeursactuelles.com,france,right,mixed
valleygazette.org,usa,left-center,mixed
vancouvertimes.org,canada,right,mixed
patriotfront.us,usa,right,low
vdare.com,usa,right,low
veracruzdailypost.com,unknown,left-center,mixed
verdugosnews.com,usa,right-center,mixed
victorvalleytimes.com,usa,right-center,mixed
vidmax.com,cyprus,right,low
vigilantnews.com,usa,right,low
vadogwood.com,usa,left-center,mixed
thevirginiastar.com,usa,right,mixed
visiontimes.com,usa,right,mixed
voiceofruralamerica.com,usa,right,low
vz.ru,russia,right-center,mixed
wallbuilders.com,usa,right,low
waronfakes.com,russia,right,low
warnerrobinstoday.com,usa,right-center,mixed
warrenclintonnews.com,usa,right-center,mixed
warroom.org,usa,right,low
washingtonsources.org,usa,left-center,mixed
washingtonstand.com,usa,right,low
washingtontimes.com,usa,right-center,mixed
washoegazette.com,usa,left-center,mixed
washoenews.com,usa,right-center,mixed
waterfordtoday.com,usa,right-center,mixed
waterlootimes.com,usa,right-center,mixed
waynecountytoday.com,usa,right-center,mixed
waynedupree.com,usa,right,low
wayneherald.org,usa,left-center,mixed
wcgeorgianews.com,usa,right-center,mixed
wcindiananews.com,usa,right-center,mixed
wciowanews.com,usa,right-center,mixed
wcminnesotanews.com,usa,right-center,mixed
wcmissnews.com,usa,right-center,mixed
wcmissourinews.com,usa,right-center,mixed
wcnewmexiconews.com,usa,right-center,mixed
wealthmanagementwire.com,usa,right-center,mixed
weibo.com,china,left,mixed
westatlantanews.com,usa,right-center,mixed
wethepeopledaily.com,usa,right,low
westbanklanews.com,usa,right-center,mixed
wcalabamanews.com,usa,right-center,mixed
wcmichigannews.com,usa,right-center,mixed
westcentralreporter.com,usa,right-center,mixed
westchesterreporter.com,usa,right-center,mixed
westclevelandnews.com,usa,right-center,mixed
westcontracostanews.com,usa,right-center,mixed
westcooknews.com,usa,right-center,mixed
westdsmnews.com,usa,right-center,mixed
westeldoradonews.com,usa,right-center,mixed
westessexnews.com,usa,right-center,mixed
westhamiltonnews.com,usa,right-center,mixed
westhudvalleynews.com,usa,right-center,mixed
westlucasnews.com,usa,right-center,mixed
westernwaynetoday.com,usa,right-center,mixed
westflnews.com,usa,right-center,mixed
westhillsboroughnews.com,usa,right-center,mixed
westindynews.com,usa,right-center,mixed
westernjournal.com,usa,right,mixed
westlatimes.com,usa,right-center,mixed
westlakenormannews.com,usa,right-center,mixed
westmassnews.com,usa,right-center,mixed
westernndnews.com,usa,right-center,mixed
westnynews.com,usa,right-center,mixed
westoctimes.com,usa,right-center,mixed
westpdxtoday.com,usa,right-center,mixed
westpennyroyalnews.com,usa,right-center,mixed
westsbvtimes.com,usa,right-center,mixed
westsfvtoday.com,usa,right-center,mixed
westsgvnews.com,usa,right-center,mixed
weststarknews.com,usa,right-center,mixed
stlwestnews.com,usa,right-center,mixed
westtwincities.com,usa,right-center,mixed
westventuranews.com,usa,right-center,mixed
westvolusianews.com,usa,right-center,mixed
westwakenews.com,usa,right-center,mixed
whatfinger.com,usa,right,low
wichitastandard.com,usa,right-center,mixed
willcountygazette.com,usa,right-center,mixed
winecountrytimes.com,usa,right-center,mixed
winstonsalemtimes.com,usa,right-center,mixed
wiregrasstimes.com,usa,right-center,mixed
wisconsindailystar.com,usa,right,mixed
wisconsinlaketimes.com,usa,left-center,mixed
wisevoter.com,usa,left-center,mixed
thepublicdiscourse.com,usa,right,low
wltreport.com,usa,right,low
wndnewscenter.org,usa,right,low
womenarehuman.com,usa,right,mixed
facebook.com,usa,left,mixed
wnd.com,usa,right,low
wn.com,usa,neutral,mixed
worldnewsera.com,unknown,left-center,mixed
worldofbuzz.com,malaysia,neutral,mixed
worldstarhiphop.com,usa,left,mixed
worldtimetodays.com,usa,neutral,mixed
worldtribune.com,usa,right,low
wyandottetimes.com,usa,right-center,mixed
news.cn,china,left,mixed
xinhuanet.com,china,left,mixed
xstrategies.com,usa,right,low
xyz.net.au,australia,right,low
yadkinvalleynews.com,usa,right-center,mixed
yavapainews.com,usa,right-center,mixed
yellowhammertimes.com,usa,right-center,mixed
yellowstonetimes.com,usa,right-center,mixed
yaliberty.org,usa,right,low
analyzingamerica.org,usa,right,mixed
youngstowntimes.com,usa,right-center,mixed
yournews.com,usa,right,mixed
yubasuttertimes.com,usa,right-center,mixed
theyucatanpost.com,unknown,left-center,mixed
yumastandard.com,usa,left-center,mixed
z3news.com,usa,right,low
zacatecaspost.com,unknown,left-center,mixed
mdpi.com,switzerland,neutral,mixed
biomedcentral.com,united kingdom,neutral,high
smithsonianmag.com,usa,neutral,high
allianceforscience.org,usa,neutral,high
biomedcentral.com,united kingdom,neutral,high
aap.org,usa,neutral,high
aaas.org,usa,neutral,high
cancer.org,usa,neutral,high
agu.org,usa,neutral,high
ajaonline.org,usa,neutral,high
cell.com,usa,neutral,high
aphapublications.org,usa,neutral,high
lung.org,usa,neutral,high
ama-assn.org,usa,neutral,high
aps.org,usa,neutral,high
psychiatry.org,usa,neutral,high
apsa.org,usa,neutral,high
apa.org,usa,neutral,high
americanscientist.org,usa,neutral,high
annualreviews.org,usa,neutral,high
annualreviews.org,usa,neutral,high
adaa.org,usa,neutral,high
mdpi.com,switzerland,neutral,mixed
archaeology.org,usa,neutral,high
astronomy.com,usa,neutral,high
skeptics.com.au,australia,neutral,high
autisticadvocacy.org,usa,neutral,high
sciencefocus.com,united kingdom,neutral,high
biomedcentral.com,united kingdom,neutral,mixed
biospace.com,usa,neutral,mixed
bio.org,usa,neutral,high
frontierspartnerships.org,united kingdom,neutral,mixed
cell.com,usa,neutral,high
carbonbrief.org,united kingdom,left-center,high
cdc.gov,usa,neutral,high
childtrends.org,usa,neutral,high
climateactiontracker.org,germany,neutral,high
climatecentral.org,usa,neutral,high
climatefeedback.org,france,neutral,high
climatesciencewatch.org,usa,neutral,high
cochrane.org,united kingdom,neutral,high
cshl.edu,usa,neutral,high
consumerlab.com,usa,neutral,high
contagionlive.com,usa,neutral,high
cosmosmagazine.com,australia,neutral,high
covid.gov,usa,neutral,high
disabilityscoop.com,usa,neutral,high
discovermagazine.com,usa,neutral,high
drugs.com,new zealand,neutral,high
frontierspartnerships.org,usa,neutral,mixed
earth.com,usa,neutral,mixed
earthsky.org,usa,neutral,high
britannica.com,usa,neutral,high
epa.gov,usa,neutral,high
eurekalert.org,usa,neutral,high
esa.int,france,neutral,high
everydayhealth.com,usa,neutral,high
examine.com,canada,neutral,high
ebm-journal.org,usa,neutral,mixed
fas.org,usa,neutral,high
frontiersin.org,switzerland,neutral,mixed
frontiersin.org,switzerland,neutral,mixed
frontiersin.org,switzerland,neutral,mixed
frontiersin.org,united states,neutral,mixed
frontiersin.org,united kingdom,neutral,mixed
frontiersin.org,spain,neutral,mixed
frontiersin.org,israel,neutral,mixed
frontiersin.org,canada,neutral,mixed
frontiersin.org,usa,neutral,mixed
frontiersin.org,netherlands,neutral,mixed
frontiersin.org,ireland,neutral,mixed
frontiersin.org,france,neutral,mixed
frontiersin.org,italy,neutral,mixed
frontiersin.org,australia,neutral,mixed
frontiersin.org,germany,neutral,mixed
frontiersin.org,greece,neutral,mixed
frontiersin.org,brazil,neutral,mixed
frontiersin.org,singapore,neutral,mixed
frontiersin.org,denmark,neutral,mixed
futurism.com,usa,neutral,mixed
futurity.org,usa,neutral,mixed
genengnews.com,usa,neutral,high
geneticliteracyproject.org,usa,neutral,high
greatist.com,usa,neutral,mixed
healio.com,usa,neutral,high
healthaffairs.org,usa,neutral,high
healthcentral.com,usa,neutral,high
healthfeedback.org,france,neutral,high
healthline.com,usa,neutral,mixed
infectioncontroltoday.com,usa,neutral,high
insidescience.org,usa,neutral,high
ieee.org,usa,neutral,high
healthdata.org,usa,neutral,high
iop.org,united kingdom,neutral,high
irena.org,united arab emirates,neutral,high
issues.org,usa,neutral,high
jamanetwork.com,usa,neutral,high
randi.org,usa,neutral,high
hopkinsmedicine.org,usa,neutral,high
jamanetwork.com,usa,neutral,high
biomedcentral.com,japan,neutral,high
jaapl.org,usa,neutral,high
jstor.org,usa,neutral,high
knowablemagazine.org,usa,neutral,high
livescience.com,usa,neutral,high
biomedcentral.com,usa,neutral,high
mayoclinic.org,usa,neutral,high
mdpi.com,switzerland,neutral,mixed
medicalnewstoday.com,united kingdom,neutral,high
medicalxpress.com,netherlands,neutral,high
medpagetoday.com,usa,neutral,high
medscape.com,usa (44/180 press freedom),neutral,high
mentaldaily.com,usa,neutral,high
technologyreview.com,usa,neutral,high
nasa.gov,usa,neutral,high
noaa.gov,usa,neutral,high
nationalgeographic.com,usa,neutral,high
nih.gov,usa,neutral,high
nist.gov,usa,neutral,high
www.nhs.uk,united kingdom,neutral,high
noaa.gov,usa,neutral,high
nature.com,united kingdom,neutral,high
nautil.us,usa,neutral,high
neurosciencenews.com,united kingdom,neutral,high
newatlas.com,united kingdom,neutral,high
nejm.org,usa,neutral,high
newhumanist.org.uk,united kingdom,neutral,high
newscientist.com,united kingdom,neutral,high
